iter	MultiClass	Accuracy
0	1.016716904	0.903125
1	0.7827338685	0.9260416667
2	0.6164500419	0.9458333333
3	0.5016709531	0.959375
4	0.4177616803	0.959375
5	0.3535312816	0.9604166667
6	0.3071140588	0.9677083333
7	0.2684517244	0.9708333333
8	0.2377329891	0.9739583333
9	0.2112002062	0.975
10	0.1867619082	0.9791666667
11	0.1703364365	0.978125
12	0.1553106351	0.9822916667
13	0.1409095949	0.9854166667
14	0.1304585699	0.984375
15	0.11846806	0.9875
16	0.1107597897	0.9885416667
17	0.1035732683	0.9885416667
18	0.09798552951	0.9885416667
19	0.09285677025	0.9895833333
20	0.08623597201	0.9885416667
21	0.08154460363	0.9916666667
22	0.07855334412	0.9916666667
23	0.07406621165	0.9927083333
24	0.07025008648	0.9927083333
25	0.06647045604	0.9927083333
26	0.06366081307	0.99375
27	0.0609773123	0.996875
28	0.05881823592	0.996875
29	0.05554715499	0.996875
30	0.05323990547	0.996875
31	0.05270969752	0.996875
32	0.05054234035	0.996875
33	0.04869500858	0.996875
34	0.04716146412	0.9979166667
35	0.04674150268	0.9979166667
36	0.04392474215	0.9989583333
37	0.04272577718	0.9989583333
38	0.04126652575	0.9989583333
39	0.03982906874	0.9989583333
40	0.03848479074	0.9989583333
41	0.03630387343	1
42	0.03525453834	1
43	0.03333835413	1
44	0.0322233009	1
45	0.03068405406	1
46	0.02991966208	1
47	0.02852559337	1
48	0.02789776698	1
49	0.02705253918	1
50	0.02612078138	1
51	0.02519430238	1
52	0.02429806288	1
53	0.02383914589	1
54	0.02337733235	1
55	0.0232364199	1
56	0.02249313989	1
57	0.02207258552	1
58	0.02142784948	1
59	0.02098617461	1
60	0.02043976086	1
61	0.02032907191	1
62	0.01977321353	1
63	0.01936419999	1
64	0.01930890724	1
65	0.01891615336	1
66	0.01857076314	1
67	0.0182502793	1
68	0.01786861265	1
69	0.01748911113	1
70	0.01707375186	1
71	0.01665958496	1
72	0.01632539567	1
73	0.01608131665	1
74	0.01574761225	1
75	0.01551397409	1
76	0.01511128706	1
77	0.01467833591	1
78	0.01446672263	1
79	0.01417907623	1
80	0.01413930142	1
81	0.01389132007	1
82	0.01372779275	1
83	0.01347141029	1
84	0.01327434396	1
85	0.01304449615	1
86	0.01287665548	1
87	0.01257531555	1
88	0.01231072479	1
89	0.01209055016	1
90	0.01196780461	1
91	0.01177702458	1
92	0.01157791638	1
93	0.01143653876	1
94	0.01131740061	1
95	0.01124558538	1
96	0.01101471188	1
97	0.01090601237	1
98	0.01070713516	1
99	0.0104709503	1
100	0.01035635752	1
101	0.0102440053	1
102	0.01013497716	1
103	0.01011384885	1
104	0.009946888378	1
105	0.009843010662	1
106	0.009712925449	1
107	0.009653386418	1
108	0.009574738963	1
109	0.009558979168	1
110	0.009525716644	1
111	0.009418261124	1
112	0.009344119622	1
113	0.009225926047	1
114	0.009129335189	1
115	0.008984760576	1
116	0.008853572589	1
117	0.008762454712	1
118	0.008661125592	1
119	0.008577742315	1
120	0.008516663184	1
121	0.00842996553	1
122	0.008402091911	1
123	0.008336750509	1
124	0.008217815052	1
125	0.008151332972	1
126	0.008065830004	1
127	0.008055379799	1
128	0.00796624577	1
129	0.007889470225	1
130	0.007803832731	1
131	0.007726808747	1
132	0.00765207755	1
133	0.007576487705	1
134	0.007494422782	1
135	0.007481659604	1
136	0.007474068406	1
137	0.007412410525	1
138	0.007365285918	1
139	0.007214420218	1
140	0.007121368638	1
141	0.007073978935	1
142	0.006971833951	1
143	0.006875869337	1
144	0.006830544985	1
145	0.006758212441	1
146	0.006691289995	1
147	0.006612702828	1
148	0.00655616591	1
149	0.006495580535	1
150	0.00645361753	1
151	0.006441739	1
152	0.006426057119	1
153	0.006360580032	1
154	0.006304705736	1
155	0.006255431999	1
156	0.00621116113	1
157	0.00616299603	1
158	0.006117621438	1
159	0.006072249665	1
160	0.006034058428	1
161	0.006006596803	1
162	0.00595238149	1
163	0.005868359202	1
164	0.005831609302	1
165	0.005787516544	1
166	0.005743880443	1
167	0.005723891932	1
168	0.005674929877	1
169	0.005663787772	1
170	0.00564296771	1
171	0.005630587536	1
172	0.005587449446	1
173	0.005565865515	1
174	0.005509537561	1
175	0.005467305961	1
176	0.005447799477	1
177	0.005412396555	1
178	0.005371397688	1
179	0.005344461946	1
180	0.005328293114	1
181	0.005285114361	1
182	0.005245639732	1
183	0.005208837701	1
184	0.005191798744	1
185	0.005153234922	1
186	0.005134635269	1
187	0.00510400768	1
188	0.005070209286	1
189	0.00505504815	1
190	0.005050964551	1
191	0.005007141849	1
192	0.004999463693	1
193	0.004962976308	1
194	0.004919700285	1
195	0.004895918877	1
196	0.004863065529	1
197	0.004832443018	1
198	0.004810564125	1
199	0.004802890271	1
