iter	MultiClass	Accuracy
0	1.015928511	0.8864583333
1	0.7915736716	0.9229166667
2	0.6223960512	0.9510416667
3	0.5095368836	0.9510416667
4	0.431677586	0.9614583333
5	0.3642275148	0.9645833333
6	0.3141129818	0.9614583333
7	0.2774551851	0.9645833333
8	0.2431936482	0.9729166667
9	0.2143809807	0.9791666667
10	0.1894560851	0.98125
11	0.1717965121	0.9802083333
12	0.1537896735	0.9854166667
13	0.1419399136	0.9864583333
14	0.1305336832	0.9875
15	0.1202396947	0.9875
16	0.1119996009	0.9875
17	0.1021325519	0.9885416667
18	0.09772979067	0.9875
19	0.09134576876	0.9875
20	0.08534297961	0.9875
21	0.0808060746	0.9875
22	0.07690806814	0.9885416667
23	0.07314762137	0.9885416667
24	0.0692288124	0.990625
25	0.06584157531	0.9916666667
26	0.0633610038	0.9916666667
27	0.06026984964	0.9927083333
28	0.05787340617	0.99375
29	0.0553829264	0.9947916667
30	0.05271890079	0.9947916667
31	0.05065881196	0.996875
32	0.04858347943	0.9979166667
33	0.0463896056	0.9989583333
34	0.04488746582	0.9989583333
35	0.04371243685	1
36	0.04215120452	1
37	0.04112054619	1
38	0.03973786206	1
39	0.03782839288	1
40	0.03676732751	1
41	0.03534556121	1
42	0.03355186154	1
43	0.03271020675	1
44	0.03103107301	1
45	0.02979939442	1
46	0.02898391925	1
47	0.02800905535	1
48	0.0269556702	1
49	0.02622124729	1
50	0.02573214749	1
51	0.02506318482	1
52	0.02463892934	1
53	0.0244036052	1
54	0.0237087441	1
55	0.02298320707	1
56	0.02268428891	1
57	0.02243920037	1
58	0.02200015362	1
59	0.02154348512	1
60	0.02112125673	1
61	0.02101583353	1
62	0.02060939982	1
63	0.0202376474	1
64	0.01991018698	1
65	0.01961228689	1
66	0.01918357118	1
67	0.01889336445	1
68	0.01859211947	1
69	0.01803603063	1
70	0.01748357924	1
71	0.01721535581	1
72	0.01709076076	1
73	0.01689751009	1
74	0.01670757715	1
75	0.01637787227	1
76	0.0160970676	1
77	0.01591617738	1
78	0.01565497318	1
79	0.01547146635	1
80	0.01528614736	1
81	0.01505533676	1
82	0.01487868957	1
83	0.01456184366	1
84	0.01431051704	1
85	0.01416726032	1
86	0.0139084586	1
87	0.01369909403	1
88	0.01350670191	1
89	0.01329145122	1
90	0.01305947099	1
91	0.01293276561	1
92	0.01273623333	1
93	0.01260648489	1
94	0.01245602679	1
95	0.01225736347	1
96	0.01208334413	1
97	0.01193801641	1
98	0.01179897288	1
99	0.01145265142	1
100	0.01138233446	1
101	0.01126651026	1
102	0.01109925876	1
103	0.01099949514	1
104	0.01094646911	1
105	0.01084117343	1
106	0.01071283543	1
107	0.01065811916	1
108	0.01043868876	1
109	0.01024930813	1
110	0.01014401487	1
111	0.01004551092	1
112	0.009909772362	1
113	0.009824024905	1
114	0.00974487629	1
115	0.009616086568	1
116	0.009517489339	1
117	0.0093821638	1
118	0.009282969426	1
119	0.009174936989	1
120	0.009042559724	1
121	0.008931544148	1
122	0.008853237937	1
123	0.00873198938	1
124	0.008639796382	1
125	0.008591758289	1
126	0.008532865928	1
127	0.008409822404	1
128	0.008255735067	1
129	0.008172232191	1
130	0.008117886283	1
131	0.008037124821	1
132	0.007986189627	1
133	0.007919308233	1
134	0.007795812731	1
135	0.00772804036	1
136	0.007658260737	1
137	0.007579915695	1
138	0.007538156915	1
139	0.007499037475	1
140	0.007450386113	1
141	0.007358097266	1
142	0.007277917139	1
143	0.007249348312	1
144	0.007158418242	1
145	0.007125664232	1
146	0.007045100902	1
147	0.006992760061	1
148	0.00692649774	1
149	0.00683836192	1
150	0.006776525194	1
151	0.006663818232	1
152	0.006579627976	1
153	0.006503735096	1
154	0.00640515006	1
155	0.006313694076	1
156	0.006276194798	1
157	0.006221487039	1
158	0.006205463249	1
159	0.006156989749	1
160	0.006124448035	1
161	0.006091121651	1
162	0.006046245981	1
163	0.00599638402	1
164	0.005954632106	1
165	0.005908717721	1
166	0.005864690451	1
167	0.005826020163	1
168	0.005784098748	1
169	0.005743058356	1
170	0.005714974027	1
171	0.00567867594	1
172	0.005620291571	1
173	0.005593429996	1
174	0.005564071906	1
175	0.005497694803	1
176	0.005460807739	1
177	0.005416556031	1
178	0.00538208304	1
179	0.005356080206	1
180	0.005296236183	1
181	0.005254705058	1
182	0.005229624059	1
183	0.005195623124	1
184	0.005167410648	1
185	0.005119562919	1
186	0.005100739089	1
187	0.005054064983	1
188	0.005013500502	1
189	0.00496396054	1
190	0.004938286622	1
191	0.004892133309	1
192	0.004847488545	1
193	0.004820149506	1
194	0.004795103498	1
195	0.004779031625	1
196	0.004756634665	1
197	0.004706713214	1
198	0.00469447995	1
199	0.004671433001	1
