iter	MultiClass	Accuracy
0	0.973329919	0.9416666667
1	0.7466647657	0.9427083333
2	0.6019068047	0.9458333333
3	0.4978771313	0.9458333333
4	0.421421556	0.9458333333
5	0.3536445487	0.9572916667
6	0.3045407736	0.9583333333
7	0.2641925477	0.9697916667
8	0.2271419599	0.9729166667
9	0.2004531134	0.9791666667
10	0.1802284823	0.9791666667
11	0.1620856777	0.9822916667
12	0.1458477693	0.984375
13	0.1323531298	0.9864583333
14	0.1229153909	0.9864583333
15	0.1129035609	0.9895833333
16	0.1053665033	0.990625
17	0.09829587942	0.990625
18	0.09227548662	0.990625
19	0.08693641395	0.9916666667
20	0.0824751957	0.9916666667
21	0.07913892785	0.990625
22	0.07466377497	0.9916666667
23	0.07106017431	0.9927083333
24	0.06708990574	0.9958333333
25	0.06339355455	0.9958333333
26	0.06135040063	0.996875
27	0.0590488448	0.9979166667
28	0.05758221029	0.9989583333
29	0.05496643467	0.9989583333
30	0.05280008264	0.9989583333
31	0.05001624476	0.9989583333
32	0.04715678616	0.9989583333
33	0.04448177357	0.9989583333
34	0.0431464908	0.9989583333
35	0.04185043335	0.9989583333
36	0.04031953014	0.9989583333
37	0.03874838641	0.9989583333
38	0.03683795646	0.9989583333
39	0.03583752419	0.9989583333
40	0.03498785085	0.9989583333
41	0.03388138352	0.9989583333
42	0.03267428107	1
43	0.03155735739	0.9989583333
44	0.0302102249	1
45	0.02919498725	1
46	0.02831795157	1
47	0.02748507136	1
48	0.02666441209	1
49	0.02594587151	1
50	0.02536036838	1
51	0.02475293162	1
52	0.0243200894	1
53	0.02387493251	1
54	0.02323967139	1
55	0.02285056418	1
56	0.0223215943	1
57	0.02190487494	1
58	0.02125256909	1
59	0.02061772862	1
60	0.02019263572	1
61	0.01988256112	1
62	0.01956782033	1
63	0.01902839685	1
64	0.01858059397	1
65	0.01814545839	1
66	0.01787688753	1
67	0.01734906213	1
68	0.01713764855	1
69	0.01672689986	1
70	0.01640898387	1
71	0.01604917929	1
72	0.01582605053	1
73	0.01553816075	1
74	0.01524546151	1
75	0.01498107569	1
76	0.01475143867	1
77	0.01443895387	1
78	0.01419293945	1
79	0.01401662813	1
80	0.01381988271	1
81	0.0135887002	1
82	0.01341470437	1
83	0.01316193008	1
84	0.01304051125	1
85	0.01272667659	1
86	0.0126028911	1
87	0.01246457014	1
88	0.01230505058	1
89	0.01209091091	1
90	0.01191417848	1
91	0.01177974382	1
92	0.01149530326	1
93	0.01134445595	1
94	0.0112376887	1
95	0.01113213527	1
96	0.01092262447	1
97	0.0107339003	1
98	0.01063404525	1
99	0.01050025108	1
100	0.01034974207	1
101	0.01014790387	1
102	0.009990838888	1
103	0.009893339535	1
104	0.009742951874	1
105	0.009635328383	1
106	0.00953494829	1
107	0.009377840184	1
108	0.009255780319	1
109	0.009188257348	1
110	0.009096012405	1
111	0.008933898274	1
112	0.008835953178	1
113	0.008760930473	1
114	0.008614301034	1
115	0.008482823361	1
116	0.008404946459	1
117	0.008292189842	1
118	0.008179458659	1
119	0.008075956183	1
120	0.007993631083	1
121	0.007933604358	1
122	0.007851893865	1
123	0.007777678131	1
124	0.007724473057	1
125	0.007664199706	1
126	0.007601960336	1
127	0.007524350138	1
128	0.007424512892	1
129	0.007365560457	1
130	0.007267379614	1
131	0.007201344455	1
132	0.007112548825	1
133	0.007016060579	1
134	0.006921954646	1
135	0.00683872118	1
136	0.006772783979	1
137	0.006684897606	1
138	0.006616943374	1
139	0.00654173313	1
140	0.00646877392	1
141	0.006407610637	1
142	0.006309742142	1
143	0.006217247911	1
144	0.006158879564	1
145	0.006124361676	1
146	0.006084958201	1
147	0.006034178561	1
148	0.006005857215	1
149	0.005965114383	1
150	0.005906364214	1
151	0.005851200022	1
152	0.00579362429	1
153	0.005753381171	1
154	0.005680430647	1
155	0.005664438882	1
156	0.005619257407	1
157	0.005567630354	1
158	0.005538850187	1
159	0.005479699822	1
160	0.005414264642	1
161	0.005390885043	1
162	0.005358581412	1
163	0.005301016313	1
164	0.005228223537	1
165	0.005193958013	1
166	0.00517159264	1
167	0.005145953582	1
168	0.005106688883	1
169	0.005070351332	1
170	0.005034744544	1
171	0.005000063767	1
172	0.00496206644	1
173	0.004916893772	1
174	0.004879210119	1
175	0.004835763564	1
176	0.004792499517	1
177	0.004755932326	1
178	0.004709581741	1
179	0.004682084593	1
180	0.004652070703	1
181	0.004626046977	1
182	0.004590874945	1
183	0.004556229957	1
184	0.004527233865	1
185	0.00449347219	1
186	0.004469537894	1
187	0.004442442649	1
188	0.004420014812	1
189	0.004375140312	1
190	0.004357185224	1
191	0.00434352887	1
192	0.004313379343	1
193	0.004273132598	1
194	0.004234235537	1
195	0.00422340522	1
196	0.004194953186	1
197	0.004160820405	1
198	0.004136501149	1
199	0.00411053067	1
