iter	MultiClass	Accuracy
0	0.878257963	0.904
1	0.6315808545	0.93
2	0.476962138	0.948
3	0.3742902299	0.965
4	0.3093653625	0.963
5	0.2526734313	0.967
6	0.2115762375	0.971
7	0.1836064154	0.97
8	0.1596295597	0.978
9	0.1395770192	0.982
10	0.1237007114	0.983
11	0.1141686822	0.982
12	0.1019993597	0.984
13	0.0926335667	0.988
14	0.08615588581	0.989
15	0.07967035761	0.989
16	0.07308003016	0.992
17	0.06918506457	0.992
18	0.06480831563	0.992
19	0.06085177322	0.993
20	0.05814800274	0.994
21	0.05640171513	0.994
22	0.05350057911	0.995
23	0.0507929476	0.995
24	0.04859720967	0.996
25	0.04471519034	0.998
26	0.04259536192	0.999
27	0.03984779614	0.999
28	0.03809364612	0.999
29	0.0359601806	0.999
30	0.03467807712	0.999
31	0.03345987961	1
32	0.03163971197	1
33	0.03069539268	1
34	0.03023705282	1
35	0.02919707895	1
36	0.02760090255	1
37	0.02630445047	1
38	0.02582580918	1
39	0.0252295562	1
40	0.02507603509	1
41	0.0240401065	1
42	0.02320740045	1
43	0.02238850717	1
44	0.02176190049	1
45	0.02134241155	1
46	0.02067328955	1
47	0.02025783288	1
48	0.0195224048	1
49	0.01899869626	1
50	0.01855311778	1
51	0.01800646863	1
52	0.01768144268	1
53	0.01727822491	1
54	0.01696975979	1
55	0.01666492658	1
56	0.01623410086	1
57	0.01593327216	1
58	0.01558014435	1
59	0.01531977434	1
60	0.01499556691	1
61	0.01456777981	1
62	0.01405508427	1
63	0.01365439645	1
64	0.01337370846	1
65	0.01307139129	1
66	0.01282975703	1
67	0.01252519366	1
68	0.01230581233	1
69	0.01210777624	1
70	0.01194660085	1
71	0.01178296193	1
72	0.01151455562	1
73	0.01133254838	1
74	0.01122710003	1
75	0.01104110093	1
76	0.01094957289	1
77	0.01075949773	1
78	0.01059748584	1
79	0.01031062107	1
80	0.01012116256	1
81	0.01001882174	1
82	0.009873562384	1
83	0.009632196697	1
84	0.009406601482	1
85	0.009244993411	1
86	0.009075907257	1
87	0.008963719698	1
88	0.008863084359	1
89	0.00875858292	1
90	0.00864055789	1
91	0.008500784529	1
92	0.008412396351	1
93	0.008317958045	1
94	0.00815427339	1
95	0.007914939919	1
96	0.007813982887	1
97	0.007716885408	1
98	0.007556513342	1
99	0.007473585595	1
100	0.00738980486	1
101	0.007281541392	1
102	0.007204539283	1
103	0.007100301617	1
104	0.007055251726	1
105	0.006967968529	1
106	0.006922006237	1
107	0.006847068161	1
108	0.006804109292	1
109	0.00671823598	1
110	0.006580131887	1
111	0.006488171345	1
112	0.00642477092	1
113	0.006368941878	1
114	0.006278695737	1
115	0.006218747305	1
116	0.006176487912	1
117	0.00613225832	1
118	0.006071234797	1
119	0.005992686364	1
120	0.005939378367	1
121	0.005888425363	1
122	0.005835955159	1
123	0.005749138759	1
124	0.005706562682	1
125	0.005568201835	1
126	0.005527097489	1
127	0.005469856194	1
128	0.005429613326	1
129	0.005351914421	1
130	0.005289038662	1
131	0.005212279499	1
132	0.005165462306	1
133	0.005113474455	1
134	0.005053341611	1
135	0.005025589415	1
136	0.004987886202	1
137	0.004954986003	1
138	0.004904243725	1
139	0.00484295159	1
140	0.004796538547	1
141	0.004764481454	1
142	0.004722254828	1
143	0.00465799824	1
144	0.004569333284	1
145	0.004548763946	1
146	0.004520969547	1
147	0.00447351511	1
148	0.004427108344	1
149	0.004410981486	1
150	0.004390992406	1
151	0.004366682468	1
152	0.004342971567	1
153	0.004296872372	1
154	0.00427822847	1
155	0.004242397958	1
156	0.00418953121	1
157	0.004150539632	1
158	0.004127294662	1
159	0.004100237925	1
160	0.004065233638	1
161	0.004017394841	1
162	0.003986449815	1
163	0.003963551532	1
164	0.003940332237	1
165	0.003897290147	1
166	0.003855583012	1
167	0.003831635873	1
168	0.003813926912	1
169	0.003777020879	1
170	0.003740737022	1
171	0.003709255839	1
172	0.003678186689	1
173	0.003651574605	1
174	0.00359974765	1
175	0.00355116226	1
176	0.003529169887	1
177	0.003499925962	1
178	0.003474720322	1
179	0.003438654283	1
180	0.003415109955	1
181	0.003399865153	1
182	0.003380097415	1
183	0.00336217019	1
184	0.003353052097	1
185	0.003335785561	1
186	0.003322981052	1
187	0.003303958265	1
188	0.003290399021	1
189	0.003271206857	1
190	0.003253158152	1
191	0.003234539896	1
192	0.003219795405	1
193	0.003204459633	1
194	0.003181100327	1
195	0.003160490389	1
196	0.003141344358	1
197	0.003118980086	1
198	0.003104712915	1
199	0.003096187703	1
