iter	MultiClass	Accuracy
0	0.9848906229	0.9010416667
1	0.7600921004	0.9416666667
2	0.5969542394	0.9552083333
3	0.4888892783	0.9604166667
4	0.406717936	0.9614583333
5	0.3412877425	0.9635416667
6	0.2882346163	0.9677083333
7	0.2514328475	0.9697916667
8	0.2237691028	0.9697916667
9	0.1968232775	0.98125
10	0.1710021582	0.9822916667
11	0.1561885805	0.9833333333
12	0.1408441596	0.9864583333
13	0.1272771564	0.9885416667
14	0.1157364224	0.9885416667
15	0.1075121213	0.9875
16	0.09817255763	0.9875
17	0.09047132272	0.9895833333
18	0.08612060252	0.9895833333
19	0.08248189974	0.9916666667
20	0.07838596012	0.9916666667
21	0.07397705659	0.99375
22	0.07061695514	0.9927083333
23	0.06877652233	0.99375
24	0.06554333555	0.99375
25	0.06199979501	0.9947916667
26	0.05972437876	0.9947916667
27	0.05740002671	0.9958333333
28	0.05529656488	0.9947916667
29	0.05407870601	0.9947916667
30	0.05221576168	0.9947916667
31	0.04965930267	0.9958333333
32	0.04862796878	0.9958333333
33	0.04684352706	0.996875
34	0.0454836977	0.996875
35	0.04378810059	0.9979166667
36	0.04121441972	0.9979166667
37	0.03905167212	0.9979166667
38	0.03723177734	0.9979166667
39	0.03637187258	0.996875
40	0.03551103432	0.9979166667
41	0.03468984175	0.9989583333
42	0.03336238204	0.9979166667
43	0.03283296283	0.9989583333
44	0.03204505687	0.9989583333
45	0.03113160614	0.9989583333
46	0.0304408796	0.9989583333
47	0.02959884767	0.9989583333
48	0.02859005112	0.9989583333
49	0.02787467604	0.9989583333
50	0.02747327109	0.9989583333
51	0.02683596464	0.9989583333
52	0.02649578282	0.9989583333
53	0.02591304811	0.9989583333
54	0.02522783473	0.9989583333
55	0.02480917091	1
56	0.02437552671	1
57	0.02384190676	0.9989583333
58	0.02312233227	1
59	0.02270119975	1
60	0.02241441319	0.9989583333
61	0.0218652215	0.9989583333
62	0.02130769786	1
63	0.02100082365	1
64	0.0207985123	1
65	0.02037490274	1
66	0.01996317581	1
67	0.01969797302	1
68	0.01941906092	1
69	0.0193670348	1
70	0.01918308083	1
71	0.0189058616	1
72	0.0184689413	1
73	0.01825820878	1
74	0.01801551977	1
75	0.01769443847	1
76	0.01725985732	1
77	0.0170527659	1
78	0.01673361269	1
79	0.01654652693	1
80	0.01630629812	1
81	0.01608642142	1
82	0.01579756189	1
83	0.01535663832	1
84	0.01516320112	1
85	0.01494110361	1
86	0.01466804257	1
87	0.01419601078	1
88	0.01401480602	1
89	0.01385266939	1
90	0.01355079772	1
91	0.013261501	1
92	0.01308405849	1
93	0.01296861125	1
94	0.0128030219	1
95	0.01259971454	1
96	0.01243550244	1
97	0.01228803155	1
98	0.01197642077	1
99	0.01174973623	1
100	0.01157646278	1
101	0.01147321223	1
102	0.01134651403	1
103	0.01110027229	1
104	0.01093544441	1
105	0.01081993835	1
106	0.01066586186	1
107	0.01055407984	1
108	0.01038548388	1
109	0.01024287496	1
110	0.01015856365	1
111	0.01008482584	1
112	0.009949622224	1
113	0.009921813013	1
114	0.009753262465	1
115	0.009603213268	1
116	0.009525165156	1
117	0.009394202822	1
118	0.009289403287	1
119	0.009170298562	1
120	0.009121586908	1
121	0.008992720953	1
122	0.008849549452	1
123	0.008792261929	1
124	0.008726588333	1
125	0.008646404286	1
126	0.008578434375	1
127	0.008540178942	1
128	0.008444977234	1
129	0.008394393388	1
130	0.008361103252	1
131	0.008266450493	1
132	0.008224885129	1
133	0.008117314289	1
134	0.00801124627	1
135	0.007968020057	1
136	0.007836938894	1
137	0.007785796658	1
138	0.007688168417	1
139	0.007567488515	1
140	0.007485511181	1
141	0.007401735718	1
142	0.00736406627	1
143	0.007280482011	1
144	0.007251027488	1
145	0.007188394841	1
146	0.007113616076	1
147	0.007038583121	1
148	0.006970955352	1
149	0.00686293291	1
150	0.006818968076	1
151	0.006769181461	1
152	0.00671947801	1
153	0.006668307884	1
154	0.006647124057	1
155	0.006598379899	1
156	0.006538534787	1
157	0.006392379528	1
158	0.006320667305	1
159	0.006267816273	1
160	0.006245215467	1
161	0.006219496277	1
162	0.006148277891	1
163	0.006115084294	1
164	0.006066234291	1
165	0.006012455855	1
166	0.00599423771	1
167	0.005941354593	1
168	0.005890949224	1
169	0.00582502961	1
170	0.005756689621	1
171	0.005720617857	1
172	0.005684890995	1
173	0.005656683795	1
174	0.005623738378	1
175	0.005578430694	1
176	0.005548492397	1
177	0.005500248356	1
178	0.005455071652	1
179	0.005417815512	1
180	0.005383927058	1
181	0.00535165177	1
182	0.005299635808	1
183	0.005261807773	1
184	0.005228115688	1
185	0.005171644117	1
186	0.005133432754	1
187	0.00511052655	1
188	0.00508369725	1
189	0.005051727865	1
190	0.00501251195	1
191	0.004971810539	1
192	0.004961670452	1
193	0.00490425011	1
194	0.004888571864	1
195	0.004872845858	1
196	0.004855881175	1
197	0.004823445493	1
198	0.004791326715	1
199	0.004774249969	1
